gene,compare,medianP,meanlogFC,DEGtype,Gene_Name,
ENSG00000244045,M8/D6,0.0463,-0.787,down-regulate,TMEM199,
ENSG00000244052,M8/D6,0.171,0.233,non-DEG,RPL5P24,
ENSG00000244055,M8/D6,0.0105,-0.509,non-DEG,,
ENSG00000244063,M8/D6,0.144,0.354,non-DEG,,
ENSG00000244071,M8/D6,0.0209,-1.198,down-regulate,RPL9P33,
ENSG00000244115,M8/D6,0.104,-0.236,non-DEG,DNAJC25-GNG10,
ENSG00000244159,M8/D6,3.05E-05,2.187,up-regulate,RPS27AP13,
ENSG00000244161,M8/D6,0.016,0.47,non-DEG,FLNB-AS1,
ENSG00000244165,M8/D6,0.0549,-0.131,non-DEG,P2RY11,
ENSG00000244171,M8/D6,0.249,0.327,non-DEG,PBX2P1,
ENSG00000244198,M8/D6,0.00797,0.392,non-DEG,ARHGEF35-AS1,
ENSG00000244219,M8/D6,0.0958,0.607,non-DEG,TMEM225B,
ENSG00000244257,M8/D6,0.0269,0.18,non-DEG,PKD1P1,
ENSG00000244274,M8/D6,0.000136,0.646,non-DEG,DBNDD2,
ENSG00000244306,M8/D6,2.13E-08,4.859,up-regulate,DUXAP10,
ENSG00000244357,M8/D6,0.0604,0.566,non-DEG,RN7SL145P,
ENSG00000244371,M8/D6,0.0022,0.881,non-DEG,PFN1P8,
ENSG00000244405,M8/D6,0.000232,0.303,non-DEG,ETV5,
ENSG00000244479,M8/D6,0.0178,0.328,non-DEG,OR2A1-AS1,
ENSG00000244480,M8/D6,0.023,0.329,non-DEG,,
ENSG00000244482,M8/D6,0.0176,-0.912,down-regulate,LILRA6,
ENSG00000244490,M8/D6,0.0835,0.503,non-DEG,RWDD4P1,
ENSG00000244515,M8/D6,0.0476,-0.639,non-DEG,KRT18P34,
ENSG00000244556,M8/D6,0.0288,0.41,non-DEG,ODCP,
ENSG00000244586,M8/D6,0.00372,1.144,up-regulate,WNT5A-AS1,
ENSG00000244620,M8/D6,1.56E-07,-4.089,down-regulate,,
ENSG00000244623,M8/D6,0.309,0.482,non-DEG,OR2AE1,
ENSG00000244625,M8/D6,0.0219,-0.298,non-DEG,MIATNB,
ENSG00000244649,M8/D6,0.0774,0.817,up-regulate,LINC02086,
ENSG00000244682,M8/D6,6.22E-06,0.711,non-DEG,FCGR2C,
ENSG00000244701,M8/D6,0.02,-0.319,non-DEG,,
ENSG00000244716,M8/D6,0.0523,-0.228,non-DEG,,
ENSG00000244720,M8/D6,0.0934,0.857,non-DEG,NT5C3AP2,
ENSG00000244731,M8/D6,0.00173,-0.476,non-DEG,C4A,
ENSG00000244879,M8/D6,2.59E-06,0.604,non-DEG,GABPB1-AS1,
ENSG00000245017,M8/D6,0.119,0.902,up-regulate,LINC02453,
ENSG00000245149,M8/D6,0.0447,0.192,non-DEG,RNF139-DT,
ENSG00000245164,M8/D6,0.0745,-0.57,non-DEG,LINC00861,
ENSG00000245205,M8/D6,0.184,0.079,non-DEG,EEF1A1P4,
ENSG00000245213,M8/D6,0.128,-0.206,non-DEG,GALNT7-DT,
ENSG00000245275,M8/D6,0.2,-0.181,non-DEG,SAP30L-AS1,
ENSG00000245466,M8/D6,4.57E-05,1.387,up-regulate,TTC9-DT,
ENSG00000245479,M8/D6,0.0161,-0.778,non-DEG,LINC01585,
ENSG00000245498,M8/D6,0.0175,0.309,non-DEG,MSANTD2-AS1,
ENSG00000245522,M8/D6,0.119,-0.311,non-DEG,LINC02709,
ENSG00000245532,M8/D6,0.0765,-0.093,non-DEG,NEAT1,
ENSG00000245552,M8/D6,0.00067,1.043,up-regulate,,
ENSG00000245571,M8/D6,0.0163,0.283,non-DEG,FAM111A-DT,
ENSG00000245573,M8/D6,0.044,-0.394,non-DEG,BDNF-AS,
ENSG00000245614,M8/D6,0.0479,0.436,non-DEG,DDX11-AS1,
ENSG00000245648,M8/D6,3.25E-05,2.093,up-regulate,KLRK1-AS1,
ENSG00000245849,M8/D6,0.00126,-0.421,non-DEG,RAD51-AS1,
ENSG00000245888,M8/D6,0.0712,0.654,non-DEG,NSMCE1-DT,
ENSG00000245904,M8/D6,2.40E-05,0.787,non-DEG,BTG1-DT,
ENSG00000245910,M8/D6,0.00322,0.448,non-DEG,SNHG6,
ENSG00000245937,M8/D6,0.241,0.132,non-DEG,SLC12A2-DT,
ENSG00000246067,M8/D6,0.00679,0.317,non-DEG,RAB30-DT,
ENSG00000246174,M8/D6,0.00804,0.74,non-DEG,KCTD21-AS1,
ENSG00000246250,M8/D6,0.0512,0.28,non-DEG,,
ENSG00000246273,M8/D6,0.00371,-0.429,non-DEG,SBF2-AS1,
ENSG00000246334,M8/D6,0.00618,0.513,non-DEG,PRR7-AS1,
ENSG00000246366,M8/D6,0.131,0.187,non-DEG,LACTB2-AS1,
ENSG00000246451,M8/D6,0.000695,0.419,non-DEG,,
ENSG00000246465,M8/D6,0.0511,0.892,up-regulate,,
ENSG00000246477,M8/D6,0.0532,-0.225,non-DEG,,
ENSG00000246560,M8/D6,0.101,0.399,non-DEG,UBE2D3-AS1,
ENSG00000246575,M8/D6,0.0103,0.36,non-DEG,,
ENSG00000246582,M8/D6,0.00798,-1.277,down-regulate,TNFRSF10A-DT,
ENSG00000246596,M8/D6,0.00372,0.506,non-DEG,,
ENSG00000246790,M8/D6,0.00138,0.439,non-DEG,SORL1-AS1,
ENSG00000246859,M8/D6,0.114,0.163,non-DEG,STARD4-AS1,
ENSG00000246877,M8/D6,0.0169,0.76,non-DEG,DNM1P35,
ENSG00000246922,M8/D6,0.0477,-0.257,non-DEG,UBAP1L,
ENSG00000246985,M8/D6,0.0238,0.312,non-DEG,SOCS2-AS1,
ENSG00000247081,M8/D6,0.000524,1.914,up-regulate,BAALC-AS1,
ENSG00000247095,M8/D6,0.0298,-0.379,non-DEG,MIR210HG,
ENSG00000247134,M8/D6,0.000153,-0.743,non-DEG,,
ENSG00000247137,M8/D6,0.0618,0.229,non-DEG,ANKRD42-DT,
ENSG00000247157,M8/D6,0.0052,0.743,non-DEG,LINC01252,
ENSG00000247193,M8/D6,0.000901,-1.311,down-regulate,,
ENSG00000247287,M8/D6,3.70E-06,1.512,up-regulate,PRKCH-AS1,
ENSG00000247315,M8/D6,0.0648,0.15,non-DEG,ZCCHC3,
ENSG00000247317,M8/D6,1.93E-06,1.383,up-regulate,LY6E-DT,
ENSG00000247373,M8/D6,0.0133,-0.284,non-DEG,TMED2-DT,
ENSG00000247498,M8/D6,8.28E-05,2.202,up-regulate,GPRC5D-AS1,
ENSG00000247516,M8/D6,0.00217,0.546,non-DEG,MIR4458HG,
ENSG00000247556,M8/D6,0.188,0.055,non-DEG,OIP5-AS1,
ENSG00000247572,M8/D6,0.0693,0.19,non-DEG,CKMT2-AS1,
ENSG00000247624,M8/D6,0.176,-0.428,non-DEG,CPEB2-DT,
ENSG00000247626,M8/D6,0.02,-0.19,non-DEG,MARS2,
ENSG00000247708,M8/D6,0.0871,0.214,non-DEG,STX18-AS1,
ENSG00000247728,M8/D6,0.0018,0.741,non-DEG,ARHGAP11B-DT,
ENSG00000247735,M8/D6,0.0691,0.527,non-DEG,KCTD13-DT,
ENSG00000247746,M8/D6,0.268,-0.119,non-DEG,USP51,
ENSG00000247774,M8/D6,0.00166,0.469,non-DEG,PCED1B-AS1,
ENSG00000247828,M8/D6,0.0663,0.127,non-DEG,TMEM161B-DT,
ENSG00000247982,M8/D6,0.000181,0.387,non-DEG,LINC00926,
ENSG00000248008,M8/D6,0.139,-0.119,non-DEG,NRAV,
ENSG00000248019,M8/D6,0.000728,0.897,up-regulate,FAM13A-AS1,
ENSG00000248049,M8/D6,0.128,0.163,non-DEG,UBA6-DT,
ENSG00000248092,M8/D6,0.0074,0.218,non-DEG,NNT-AS1,
ENSG00000248098,M8/D6,0.00952,0.247,non-DEG,BCKDHA,
ENSG00000248213,M8/D6,0.0121,-0.583,non-DEG,CICP16,
ENSG00000248254,M8/D6,0.0544,-0.658,non-DEG,,
ENSG00000248283,M8/D6,0.019,0.561,non-DEG,CCNL2P1,
ENSG00000248309,M8/D6,0.0787,-0.181,non-DEG,MEF2C-AS1,
ENSG00000248318,M8/D6,0.00171,-0.555,non-DEG,,
ENSG00000248334,M8/D6,0.00378,-0.315,non-DEG,WHAMMP2,
ENSG00000248360,M8/D6,0.0284,-0.604,non-DEG,LINC00504,
ENSG00000248429,M8/D6,0.0659,-0.825,non-DEG,GASK1B-AS1,
ENSG00000248449,M8/D6,3.23E-05,0.923,non-DEG,PCDHGB8P,
ENSG00000248485,M8/D6,0.00405,0.889,non-DEG,PCP4L1,
ENSG00000248487,M8/D6,0.037,0.332,non-DEG,ABHD14A,
ENSG00000248503,M8/D6,0.00687,0.401,non-DEG,,
ENSG00000248527,M8/D6,0.0711,0.155,non-DEG,MTATP6P1,
ENSG00000248593,M8/D6,0.0392,-0.363,non-DEG,DSTNP2,
ENSG00000248632,M8/D6,1.37E-07,-3.13,down-regulate,NA,
ENSG00000248672,M8/D6,0.131,-0.472,non-DEG,LY75-CD302,
ENSG00000248693,M8/D6,0.106,0.34,non-DEG,LINC02100,
ENSG00000248734,M8/D6,0.261,0.248,non-DEG,,
ENSG00000248780,M8/D6,0.116,0.68,up-regulate,ARL4AP2,
ENSG00000248810,M8/D6,0.0364,1.146,up-regulate,LINC02432,
ENSG00000248858,M8/D6,0.00199,1.463,up-regulate,FLJ46284,
ENSG00000248890,M8/D6,0.0185,1.023,up-regulate,HHIP-AS1,
ENSG00000248905,M8/D6,0.0549,0.556,non-DEG,FMN1,
ENSG00000248909,M8/D6,0.086,0.397,non-DEG,HMGB1P21,
ENSG00000248971,M8/D6,0.0903,-0.248,non-DEG,KRT8P46,
ENSG00000249069,M8/D6,0.235,-0.234,non-DEG,LINC01033,
ENSG00000249087,M8/D6,0.0787,0.323,non-DEG,ZNF436-AS1,
ENSG00000249096,M8/D6,1.79E-08,-1.842,down-regulate,LINC02362,
ENSG00000249242,M8/D6,0.02,0.609,non-DEG,TMEM150C,
ENSG00000249258,M8/D6,0.00054,1.345,up-regulate,,
ENSG00000249274,M8/D6,0.0141,-0.881,non-DEG,PDLIM1P4,
ENSG00000249348,M8/D6,0.169,-0.11,non-DEG,UGDH-AS1,
ENSG00000249375,M8/D6,0.174,0.684,non-DEG,CASC11,
ENSG00000249502,M8/D6,0.129,0.279,non-DEG,MED28-DT,
ENSG00000249509,M8/D6,0.0143,-0.456,non-DEG,NEUROG2-AS1,
ENSG00000249534,M8/D6,0.000407,-1.464,down-regulate,LINC01258,
ENSG00000249626,M8/D6,0.103,0.165,non-DEG,,
ENSG00000249673,M8/D6,0.128,0.154,non-DEG,NOP14-AS1,
ENSG00000249685,M8/D6,0.0998,0.44,non-DEG,,
ENSG00000249738,M8/D6,0.0229,-0.388,non-DEG,,
ENSG00000249741,M8/D6,0.000354,0.775,non-DEG,,
ENSG00000249850,M8/D6,0.161,0.164,non-DEG,KRT18P31,
ENSG00000249859,M8/D6,0.00549,-0.213,non-DEG,PVT1,
ENSG00000249898,M8/D6,0.119,-0.284,non-DEG,MCPH1-AS1,
ENSG00000249915,M8/D6,0.169,0.089,non-DEG,PDCD6,
ENSG00000249931,M8/D6,0.0338,0.79,non-DEG,GOLGA8K,
ENSG00000249934,M8/D6,0.0169,0.576,non-DEG,NCOA4P2,
ENSG00000249948,M8/D6,0.000869,1.216,up-regulate,GBA3,
ENSG00000249993,M8/D6,0.00045,1.322,up-regulate,BFSP2-AS1,
ENSG00000250033,M8/D6,0.00299,0.336,non-DEG,SLC7A11-AS1,
ENSG00000250037,M8/D6,0.119,0.844,non-DEG,,
ENSG00000250053,M8/D6,0.00586,1.219,up-regulate,RARRES2P4,
ENSG00000250067,M8/D6,0.0021,0.437,non-DEG,YJEFN3,
ENSG00000250091,M8/D6,0.0489,0.537,non-DEG,DNAH10OS,
ENSG00000250111,M8/D6,0.00101,-1.311,down-regulate,,
ENSG00000250133,M8/D6,0.0745,0.939,up-regulate,HOXC-AS2,
ENSG00000250138,M8/D6,0.0772,0.164,non-DEG,,
ENSG00000250151,M8/D6,0.000416,0.704,non-DEG,ARPC4-TTLL3,
ENSG00000250155,M8/D6,5.82E-05,-0.572,non-DEG,,
ENSG00000250159,M8/D6,0.0123,-0.341,non-DEG,PKD2L2-DT,
ENSG00000250182,M8/D6,0.0301,-0.269,non-DEG,EEF1A1P13,
ENSG00000250220,M8/D6,0.0281,0.652,non-DEG,ANKRD17-DT,
ENSG00000250222,M8/D6,0.095,0.533,non-DEG,,
ENSG00000250227,M8/D6,1.70E-05,-2.834,down-regulate,TRIM60P14,
ENSG00000250290,M8/D6,0.0118,-0.844,down-regulate,NCAPGP1,
ENSG00000250303,M8/D6,0.000618,1.11,up-regulate,LINC02762,
ENSG00000250317,M8/D6,0.0918,-0.154,non-DEG,SMIM20,
ENSG00000250326,M8/D6,0.0552,-0.264,non-DEG,USP38-DT,
ENSG00000250337,M8/D6,4.69E-07,1.488,up-regulate,PURPL,
ENSG00000250397,M8/D6,0.102,0.454,non-DEG,,
ENSG00000250413,M8/D6,0.00121,0.788,non-DEG,SLC2A9-AS1,
ENSG00000250479,M8/D6,0.088,-0.163,non-DEG,CHCHD10,
ENSG00000250490,M8/D6,0.00431,-1.27,down-regulate,LINC02145,
ENSG00000250608,M8/D6,0.0385,0.908,up-regulate,NUDT16-DT,
ENSG00000250635,M8/D6,0.00995,1.141,up-regulate,CXXC5-AS1,
ENSG00000250645,M8/D6,0.0306,0.719,non-DEG,,
ENSG00000250651,M8/D6,0.0258,0.685,non-DEG,PABPC1P7,
ENSG00000250656,M8/D6,0.0283,-0.453,non-DEG,ST3GAL1P1,
ENSG00000250673,M8/D6,0.00309,1.118,up-regulate,REELD1,
ENSG00000250722,M8/D6,0.000712,-2.177,down-regulate,SELENOP,
ENSG00000250740,M8/D6,0.00371,1.572,up-regulate,,
ENSG00000250742,M8/D6,0.309,0.174,non-DEG,LINC02381,
ENSG00000250802,M8/D6,0.0697,0.124,non-DEG,ZBED3-AS1,
ENSG00000250831,M8/D6,0.000192,-1.918,down-regulate,,
ENSG00000250848,M8/D6,0.0595,0.378,non-DEG,,
ENSG00000250850,M8/D6,0.0981,-0.36,non-DEG,,
ENSG00000250859,M8/D6,0.0433,-1.032,down-regulate,HNRNPKP1,
ENSG00000250899,M8/D6,0.000213,1.662,up-regulate,,
ENSG00000250900,M8/D6,0.0314,0.641,non-DEG,TRIM7-AS1,
ENSG00000250903,M8/D6,0.145,0.14,non-DEG,GMDS-DT,
ENSG00000250979,M8/D6,0.215,-0.322,non-DEG,,
ENSG00000251050,M8/D6,0.11,-0.632,non-DEG,RBX1P2,
ENSG00000251079,M8/D6,0.0639,-0.503,non-DEG,BMS1P2,
ENSG00000251095,M8/D6,0.0229,1.034,up-regulate,,
ENSG00000251136,M8/D6,0.000589,-0.328,non-DEG,RIPK2-DT,
ENSG00000251141,M8/D6,0.0736,-0.202,non-DEG,MRPS30-DT,
ENSG00000251143,M8/D6,0.161,0.225,non-DEG,,
ENSG00000251155,M8/D6,0.206,-0.594,non-DEG,SEPTIN14P4,
ENSG00000251158,M8/D6,0.0542,0.228,non-DEG,,
ENSG00000251191,M8/D6,0.000615,1.441,up-regulate,LINC00589,
ENSG00000251192,M8/D6,0.004,-0.305,non-DEG,ZNF674,
ENSG00000251194,M8/D6,0.0268,0.419,non-DEG,,
ENSG00000251230,M8/D6,0.0118,-0.595,non-DEG,MIR3945HG,
ENSG00000251259,M8/D6,0.0167,0.616,non-DEG,,
ENSG00000251287,M8/D6,0.00167,-0.645,non-DEG,ALG1L2,
ENSG00000251301,M8/D6,0.00317,-0.347,non-DEG,LINC02384,
ENSG00000251348,M8/D6,0.0022,0.688,non-DEG,HSPD1P11,
ENSG00000251357,M8/D6,0.223,-0.234,non-DEG,,
ENSG00000251369,M8/D6,0.2,0.308,non-DEG,ZNF550,
ENSG00000251377,M8/D6,0.0338,-1.234,down-regulate,,
ENSG00000251432,M8/D6,0.00278,-0.638,non-DEG,LINC02615,
ENSG00000251442,M8/D6,0.211,-0.457,non-DEG,LINC01094,
ENSG00000251474,M8/D6,0.00522,0.232,non-DEG,RPL32P3,
ENSG00000251476,M8/D6,0.199,0.471,non-DEG,MTCO1P31,
ENSG00000251485,M8/D6,0.0954,-0.325,non-DEG,NRBF2P6,
ENSG00000251495,M8/D6,0.0841,0.63,non-DEG,PPIAP11,
ENSG00000251546,M8/D6,2.52E-06,-2.066,down-regulate,IGKV1D-39,
ENSG00000251562,M8/D6,0.00991,-0.183,non-DEG,MALAT1,
ENSG00000251568,M8/D6,0.337,0.56,non-DEG,ALG3P1,
ENSG00000251580,M8/D6,0.00187,-1.395,down-regulate,LINC02482,
ENSG00000251615,M8/D6,0.0158,-0.415,non-DEG,,
ENSG00000251661,M8/D6,0.0107,-0.404,non-DEG,,
ENSG00000251667,M8/D6,0.0273,0.777,non-DEG,BRCC3P1,
ENSG00000251687,M8/D6,0.0896,0.29,non-DEG,,
ENSG00000251791,M8/D6,0.223,-0.371,non-DEG,SCARNA6,
ENSG00000251952,M8/D6,0.284,0.395,non-DEG,RNU6-1219P,
ENSG00000251992,M8/D6,0.0711,-0.129,non-DEG,SCARNA17,
ENSG00000252010,M8/D6,0.0174,-0.481,non-DEG,SCARNA5,
ENSG00000252759,M8/D6,0.071,-0.557,non-DEG,Y_RNA,
ENSG00000252835,M8/D6,0.174,0.261,non-DEG,SCARNA21,
ENSG00000253125,M8/D6,0.0011,0.372,non-DEG,,
ENSG00000253140,M8/D6,0.00106,-0.754,non-DEG,,
ENSG00000253159,M8/D6,0.000173,0.96,up-regulate,PCDHGA12,
ENSG00000253180,M8/D6,0.0875,0.439,non-DEG,,
ENSG00000253203,M8/D6,0.0626,0.272,non-DEG,GUSBP3,
ENSG00000253210,M8/D6,0.00776,-0.793,non-DEG,DENND3-AS1,
ENSG00000253214,M8/D6,0.0703,0.63,non-DEG,,
ENSG00000253305,M8/D6,0.00314,0.423,non-DEG,PCDHGB6,
ENSG00000253320,M8/D6,0.00816,0.305,non-DEG,MAILR,
ENSG00000253330,M8/D6,0.324,-0.072,non-DEG,,
ENSG00000253372,M8/D6,0.147,0.263,non-DEG,,
ENSG00000253426,M8/D6,0.0131,-1.054,down-regulate,NA,
ENSG00000253485,M8/D6,7.28E-07,1.973,up-regulate,PCDHGA5,
ENSG00000253490,M8/D6,0.00749,0.618,non-DEG,LINC02099,
ENSG00000253522,M8/D6,0.434,0.103,non-DEG,MIR3142HG,
ENSG00000253535,M8/D6,0.0519,-0.881,down-regulate,,
ENSG00000253537,M8/D6,8.79E-05,1.509,up-regulate,PCDHGA7,
ENSG00000253540,M8/D6,0.055,-0.358,non-DEG,FAM86HP,
ENSG00000253616,M8/D6,0.0398,-0.352,non-DEG,,
ENSG00000253633,M8/D6,0.0666,0.336,non-DEG,,
ENSG00000253649,M8/D6,0.0856,-0.236,non-DEG,PRSS51,
ENSG00000253669,M8/D6,0.0103,-0.485,non-DEG,GASAL1,
ENSG00000253687,M8/D6,0.0535,0.416,non-DEG,,
ENSG00000253710,M8/D6,0.0491,-0.151,non-DEG,ALG11,
ENSG00000253719,M8/D6,0.000833,-0.198,non-DEG,ATXN7L3B,
ENSG00000253729,M8/D6,0.000656,-0.204,non-DEG,PRKDC,
ENSG00000253731,M8/D6,6.54E-07,1.692,up-regulate,PCDHGA6,
ENSG00000253738,M8/D6,0.0605,-0.108,non-DEG,OTUD6B-AS1,
ENSG00000253741,M8/D6,0.0745,-0.544,non-DEG,LNCOC1,
ENSG00000253755,M8/D6,6.27E-07,-2.023,down-regulate,IGHGP,
ENSG00000253767,M8/D6,0.00153,1.243,up-regulate,PCDHGA8,
ENSG00000253797,M8/D6,7.64E-05,-0.405,non-DEG,UTP14C,
ENSG00000253816,M8/D6,0.0124,0.268,non-DEG,GUSBP14,
ENSG00000253829,M8/D6,0.173,0.34,non-DEG,,
ENSG00000253831,M8/D6,0.000645,1.063,up-regulate,ETV3L,
ENSG00000253837,M8/D6,0.0396,-0.673,down-regulate,,
ENSG00000253846,M8/D6,0.0908,0.233,non-DEG,PCDHGA10,
ENSG00000253853,M8/D6,3.58E-05,-1.753,down-regulate,,
ENSG00000253854,M8/D6,0.0853,0.305,non-DEG,,
ENSG00000253873,M8/D6,0.00154,0.596,non-DEG,PCDHGA11,
ENSG00000253878,M8/D6,0.176,-0.284,non-DEG,,
ENSG00000253882,M8/D6,0.0374,-0.761,down-regulate,,
ENSG00000253908,M8/D6,0.0715,0.51,non-DEG,,
ENSG00000253910,M8/D6,7.56E-07,1.976,up-regulate,PCDHGB2,
ENSG00000253953,M8/D6,0.075,0.761,non-DEG,PCDHGB4,
ENSG00000253958,M8/D6,0.00164,-1.135,down-regulate,CLDN23,
ENSG00000253971,M8/D6,0.00106,1.608,up-regulate,CDC42P3,
ENSG00000253981,M8/D6,0.00126,0.685,non-DEG,ALG1L13P,
ENSG00000253982,M8/D6,0.00108,-0.56,non-DEG,CLN8-AS1,
ENSG00000254003,M8/D6,0.139,-0.523,non-DEG,SRI-AS1,
ENSG00000254004,M8/D6,0.192,-0.052,non-DEG,ZNF260,
ENSG00000254006,M8/D6,0.000579,1.528,up-regulate,,
ENSG00000254017,M8/D6,0.0429,0.663,non-DEG,IGHEP2,
ENSG00000254087,M8/D6,0.0115,-0.112,non-DEG,LYN,
ENSG00000254093,M8/D6,0.0161,-0.145,non-DEG,PINX1,
ENSG00000254122,M8/D6,0.0448,0.209,non-DEG,PCDHGB7,
ENSG00000254162,M8/D6,0.0336,-0.43,non-DEG,,
ENSG00000254213,M8/D6,0.0819,0.977,up-regulate,PRXL2AP2,
ENSG00000254221,M8/D6,1.78E-05,1.676,up-regulate,PCDHGB1,
ENSG00000254245,M8/D6,0.000857,1.766,up-regulate,PCDHGA3,
ENSG00000254298,M8/D6,0.0799,0.507,non-DEG,,
ENSG00000254399,M8/D6,0.0135,1.008,up-regulate,GLYATL1P4,
ENSG00000254413,M8/D6,0.000167,-0.982,down-regulate,CHKB-CPT1B,
ENSG00000254415,M8/D6,0.00351,-0.453,non-DEG,SIGLEC14,
ENSG00000254470,M8/D6,0.0298,0.185,non-DEG,AP5B1,
ENSG00000254473,M8/D6,0.0918,-0.242,non-DEG,UBQLN1-AS1,
ENSG00000254503,M8/D6,0.0147,0.414,non-DEG,,
ENSG00000254505,M8/D6,0.077,-0.239,non-DEG,CHMP4A,
ENSG00000254527,M8/D6,0.109,0.54,non-DEG,ENPP7P12,
ENSG00000254531,M8/D6,0.0285,0.6,non-DEG,FLJ20021,
ENSG00000254542,M8/D6,0.00463,-1.143,down-regulate,NAV2-AS3,
ENSG00000254593,M8/D6,0.131,0.214,non-DEG,OR7E126P,
ENSG00000254595,M8/D6,0.0186,0.28,non-DEG,,
ENSG00000254614,M8/D6,0.0011,0.716,non-DEG,,
ENSG00000254682,M8/D6,0.00288,0.659,non-DEG,,
ENSG00000254693,M8/D6,0.0675,0.332,non-DEG,,
ENSG00000254694,M8/D6,0.0072,-0.814,non-DEG,,
ENSG00000254701,M8/D6,0.00625,0.254,non-DEG,,
ENSG00000254709,M8/D6,7.53E-10,-3.27,down-regulate,IGLL5,
ENSG00000254726,M8/D6,0.000145,1.28,up-regulate,MEX3A,
ENSG00000254777,M8/D6,0.0251,-0.396,non-DEG,,
ENSG00000254799,M8/D6,0.0107,1.404,up-regulate,SLC25A47P1,
ENSG00000254802,M8/D6,1.41E-05,-1.133,down-regulate,,
ENSG00000254815,M8/D6,0.102,0.447,non-DEG,LMNTD2-AS1,
ENSG00000254827,M8/D6,0.0143,1.262,up-regulate,SLC22A18AS,
ENSG00000254838,M8/D6,0.000503,-0.307,non-DEG,GVINP1,
ENSG00000254851,M8/D6,0.0971,0.3,non-DEG,,
ENSG00000254852,M8/D6,0.0171,0.516,non-DEG,NPIPA2,
ENSG00000254860,M8/D6,0.00271,-0.629,non-DEG,TMEM9B-AS1,
ENSG00000254911,M8/D6,0.0192,-0.073,non-DEG,SCARNA9,
ENSG00000254941,M8/D6,0.0493,0.53,non-DEG,,
ENSG00000254979,M8/D6,0.0814,0.399,non-DEG,,
ENSG00000254986,M8/D6,0.0375,-0.115,non-DEG,DPP3,
ENSG00000255045,M8/D6,0.0235,0.85,non-DEG,,
ENSG00000255089,M8/D6,0.0153,0.94,up-regulate,,
ENSG00000255092,M8/D6,0.0286,0.278,non-DEG,,
ENSG00000255107,M8/D6,0.0371,0.47,non-DEG,,
ENSG00000255112,M8/D6,0.105,-0.084,non-DEG,CHMP1B,
ENSG00000255142,M8/D6,0.0391,0.533,non-DEG,,
ENSG00000255145,M8/D6,0.207,0.43,non-DEG,STX17-DT,
ENSG00000255151,M8/D6,0.000186,1.162,up-regulate,GLYATL1B,
ENSG00000255152,M8/D6,0.00166,0.697,non-DEG,MSH5-SAPCD1,
ENSG00000255165,M8/D6,0.111,-0.598,non-DEG,,
ENSG00000255185,M8/D6,0.00188,1.723,up-regulate,PDXDC2P,
ENSG00000255189,M8/D6,0.156,0.699,non-DEG,GLYATL1P1,
ENSG00000255198,M8/D6,0.056,-0.459,non-DEG,SNHG9,
ENSG00000255200,M8/D6,0.0136,0.464,non-DEG,PGAM1P8,
ENSG00000255202,M8/D6,0.0315,1.06,up-regulate,,
ENSG00000255240,M8/D6,0.0107,0.893,non-DEG,,
ENSG00000255284,M8/D6,0.00294,0.571,non-DEG,,
ENSG00000255299,M8/D6,0.017,0.661,non-DEG,,
ENSG00000255328,M8/D6,0.00603,0.523,non-DEG,,
ENSG00000255330,M8/D6,1.67E-05,1.44,up-regulate,SOGA3,
ENSG00000255375,M8/D6,0.0298,0.477,non-DEG,,
ENSG00000255389,M8/D6,0.0667,-0.194,non-DEG,,
ENSG00000255398,M8/D6,5.00E-05,-0.501,non-DEG,HCAR3,
ENSG00000255428,M8/D6,0.000639,-1.119,down-regulate,,
ENSG00000255445,M8/D6,0.0915,0.426,non-DEG,,
ENSG00000255449,M8/D6,0.328,0.057,non-DEG,,
ENSG00000255455,M8/D6,0.0523,-0.163,non-DEG,,
ENSG00000255468,M8/D6,0.00986,0.739,non-DEG,,
ENSG00000255495,M8/D6,0.00845,0.642,non-DEG,,
ENSG00000255503,M8/D6,0.0697,0.721,non-DEG,,
ENSG00000255507,M8/D6,0.223,-0.463,non-DEG,UVRAG-DT,
ENSG00000255508,M8/D6,0.301,-0.848,down-regulate,,
ENSG00000255524,M8/D6,0.0226,0.392,non-DEG,NPIPB8,
ENSG00000255559,M8/D6,0.0269,0.609,non-DEG,ZNF252P-AS1,
ENSG00000255561,M8/D6,0.0615,-0.378,non-DEG,FDXACB1,
ENSG00000255571,M8/D6,0.0642,-0.787,down-regulate,MIR9-3HG,
ENSG00000255582,M8/D6,0.000386,-1.843,down-regulate,OR10G2,
ENSG00000255585,M8/D6,0.00125,0.396,non-DEG,,
ENSG00000255587,M8/D6,0.000879,1.331,up-regulate,RAB44,
ENSG00000255624,M8/D6,0.00102,0.727,non-DEG,C10orf88B,
ENSG00000255733,M8/D6,0.164,-0.365,non-DEG,IFNG-AS1,
ENSG00000255760,M8/D6,0.076,0.596,non-DEG,LINC02422,
ENSG00000255769,M8/D6,0.0134,-0.281,non-DEG,GOLGA2P10,
ENSG00000255857,M8/D6,0.317,0.078,non-DEG,PXN-AS1,
ENSG00000255867,M8/D6,0.0741,-0.632,non-DEG,DENND5B-AS1,
ENSG00000255921,M8/D6,0.00116,1.221,up-regulate,,
ENSG00000255968,M8/D6,0.0571,-0.372,non-DEG,,
ENSG00000255987,M8/D6,0.0624,0.212,non-DEG,TOMM20P2,
ENSG00000256043,M8/D6,6.81E-05,-0.522,non-DEG,CTSO,
ENSG00000256053,M8/D6,0.198,-0.134,non-DEG,COA8,
